year,category,occupation,count_all,count_category_all,year_total,percentage,salary
1970,Construction,"Cement Masons, Concrete Finishers, and Terrazzo Workers",83100,4953500,202966600,2.4405493317619746,34240.74608904934
1970,Construction,Boilermakers,35700,4953500,202966600,2.4405493317619746,45475.56022408963
1970,Construction,"Drywall Installers, Ceiling Tile Installers, and Tapers",52300,4953500,202966600,2.4405493317619746,40423.16634799235
1970,Construction,Construction and Building Inspectors,23300,4953500,202966600,2.4405493317619746,50174.781115879836
1970,Construction,Plasterers and Stucco Masons,40400,4953500,202966600,2.4405493317619746,38026.11633663366
1970,Construction,"Helpers, Construction Trades",15800,4953500,202966600,2.4405493317619746,22903.278481012658
1970,"Installation, Maintenance, and Repair","Other Installation, Maintenance, and Repair Workers Including Wind Turbine Service Technicians, and Commercial Divers, and Signal and Track Switch Repairers",1351600,4345100,202966600,2.1407955791741102,35577.414989641904
1970,"Installation, Maintenance, and Repair",Electronic Home Entertainment Equipment Installers and Repairers,149200,4345100,202966600,2.1407955791741102,38843.54155495979
1970,"Installation, Maintenance, and Repair",Automotive Service Technicians and Mechanics,909400,4345100,202966600,2.1407955791741102,36330.72916208489
1970,"Installation, Maintenance, and Repair",Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,701800,4345100,202966600,2.1407955791741102,43205.491735537194
1970,"Installation, Maintenance, and Repair",Radio and Telecommunications Equipment Installers and Repairers,258600,4345100,202966600,2.1407955791741102,47164.209203402934
1970,"Installation, Maintenance, and Repair","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",128000,4345100,202966600,2.1407955791741102,43877.49140625
1970,"Installation, Maintenance, and Repair","Maintenance Workers, Machinery",84900,4345100,202966600,2.1407955791741102,35196.491166077736
1970,"Installation, Maintenance, and Repair",Avionics Technicians,59700,4345100,202966600,2.1407955791741102,42863.561139028476
1970,"Installation, Maintenance, and Repair","Electrical and electronics repairers, transportation equipment, and industrial and utility",114500,4345100,202966600,2.1407955791741102,49125.426200873364
1970,"Installation, Maintenance, and Repair",Home Appliance Repairers,136600,4345100,202966600,2.1407955791741102,37013.830161054175
1970,"Installation, Maintenance, and Repair",Aircraft Mechanics and Service Technicians,153600,4345100,202966600,2.1407955791741102,49603.451822916664
1970,"Installation, Maintenance, and Repair",Millwrights,93600,4345100,202966600,2.1407955791741102,50763.430555555555
1970,"Installation, Maintenance, and Repair",Automotive Body and Related Repairers,116300,4345100,202966600,2.1407955791741102,37427.84694754944
1970,"Installation, Maintenance, and Repair","Computer, Automated Teller, and Office Machine Repairers",70900,4345100,202966600,2.1407955791741102,45903.27221438646
1970,"Installation, Maintenance, and Repair",Precision Instrument and Equipment Repairers,8500,4345100,202966600,2.1407955791741102,33829.09411764706
1970,"Installation, Maintenance, and Repair","Helpers--Installation, Maintenance, and Repair Workers",7900,4345100,202966600,2.1407955791741102,36519.329113924054
1970,Business Operations Specialists,"Wholesale and Retail Buyers, Except Farm Products",208300,618200,202966600,0.3045821332179777,52253.319251080175
1970,Business Operations Specialists,"Compliance Officers, Except Agriculture",92100,618200,202966600,0.3045821332179777,49433.422366992396
1970,Business Operations Specialists,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",181300,618200,202966600,0.3045821332179777,58309.90237175952
1970,Business Operations Specialists,"Claims Adjusters, Appraisers, Examiners, and Investigators",109700,618200,202966600,0.3045821332179777,43654.89972652689
1970,Business Operations Specialists,"Buyers and Purchasing Agents, Farm Products",26800,618200,202966600,0.3045821332179777,50029.533582089556
1970,"Farming, Fisheries, and Forestry","Agricultural workers, nec",1897000,2074600,202966600,1.0221386178809717,10258.010911966263
1970,"Farming, Fisheries, and Forestry",Logging Workers,113500,2074600,202966600,1.0221386178809717,24203.879295154184
1970,"Farming, Fisheries, and Forestry",Fishing and hunting workers,40700,2074600,202966600,1.0221386178809717,24557.46683046683
1970,"Farming, Fisheries, and Forestry",Forest and Conservation Workers,23400,2074600,202966600,1.0221386178809717,29314.0641025641
1970,Architecture and Engineering,Drafters,330900,1663800,202966600,0.819740784937029,43960.322756119676
1970,Architecture and Engineering,Civil Engineers,202400,1663800,202966600,0.819740784937029,72640.02717391304
1970,Architecture and Engineering,"Industrial Engineers, including Health and Safety",192900,1663800,202966600,0.819740784937029,72647.02177293935
1970,Architecture and Engineering,Electrical and Electronics Engineers,307000,1663800,202966600,0.819740784937029,74748.01368078176
1970,Architecture and Engineering,Chemical Engineers,52900,1663800,202966600,0.819740784937029,74718.90926275992
1970,Architecture and Engineering,Mechanical Engineers,198300,1663800,202966600,0.819740784937029,75823.94604135149
1970,Architecture and Engineering,"Engineers, nec",210100,1663800,202966600,0.819740784937029,75969.6406473108
1970,Architecture and Engineering,"Architects, Except Naval",63900,1663800,202966600,0.819740784937029,79747.71205007825
1970,Architecture and Engineering,Aerospace Engineers,70300,1663800,202966600,0.819740784937029,84823.62731152204
1970,Architecture and Engineering,Materials Engineers,18100,1663800,202966600,0.819740784937029,76526.70165745857
1970,Architecture and Engineering,"Petroleum, mining and geological engineers, including mining safety engineers",17000,1663800,202966600,0.819740784937029,77046.89411764707
1970,Financial Specialists,Accountants and Auditors,811700,811700,202966600,0.39991801606766825,53520.200936306515
1970,Extraction,"Earth Drillers, Except Oil and Gas",74100,291700,202966600,0.1437182275310322,36484.87314439946
1970,Extraction,Mining Machine Operators,206900,291700,202966600,0.1437182275310322,34164.7921701305
1970,Extraction,"Explosives Workers, Ordnance Handling Experts, and Blasters",10700,291700,202966600,0.1437182275310322,30006.59813084112
1970,Legal,"Lawyers, and judges, magistrates, and other judicial workers",293100,293100,202966600,0.144407996192477,113665.79426816787
1970,Community and Social Services,Clergy,238600,717000,202966600,0.3532600930399386,37354.2745180218
1970,Community and Social Services,Social Workers,281800,717000,202966600,0.3532600930399386,36855.47338537971
1970,Community and Social Services,Counselors,128100,717000,202966600,0.3532600930399386,46459.98282591725
1970,Community and Social Services,"Community and Social Service Specialists, nec",23100,717000,202966600,0.3532600930399386,18104.428571428572
1970,Community and Social Services,"Religious Workers, nec",45400,717000,202966600,0.3532600930399386,24647.53744493392
1970,Technicians,"Engineering Technicians, Except Drafters",426200,502200,202966600,0.2474298726982666,44615.83763491319
1970,Technicians,Surveying and Mapping Technicians,76000,502200,202966600,0.2474298726982666,37299.42236842106
1970,"Arts, Design, Entertainment, Sports, and Media","Athletes, Coaches, Umpires, and Related Workers",85900,1043600,202966600,0.5141732679169874,25039.749708963915
1970,"Arts, Design, Entertainment, Sports, and Media","Broadcast and Sound Engineering Technicians and Radio Operators, and media and communication equipment workers, all other",34500,1043600,202966600,0.5141732679169874,35336.76811594203
1970,"Arts, Design, Entertainment, Sports, and Media",Designers,221800,1043600,202966600,0.5141732679169874,41415.95401262399
1970,"Arts, Design, Entertainment, Sports, and Media",Artists and Related Workers,132800,1043600,202966600,0.5141732679169874,41494.051204819276
1970,"Arts, Design, Entertainment, Sports, and Media","Editors, News Analysts, Reporters, and Correspondents",185700,1043600,202966600,0.5141732679169874,46163.14001077006
1970,"Arts, Design, Entertainment, Sports, and Media","Musicians, Singers, and Related Workers",125300,1043600,202966600,0.5141732679169874,25372.304070231443
1970,"Arts, Design, Entertainment, Sports, and Media","Entertainers and Performers, Sports and Related Workers, All Other",82300,1043600,202966600,0.5141732679169874,42371.590522478735
1970,"Arts, Design, Entertainment, Sports, and Media",Photographers,79600,1043600,202966600,0.5141732679169874,40254.66206030151
1970,"Arts, Design, Entertainment, Sports, and Media",Writers and Authors,31800,1043600,202966600,0.5141732679169874,56267.157232704405
1970,"Arts, Design, Entertainment, Sports, and Media",Announcers,26800,1043600,202966600,0.5141732679169874,40771.21268656717
1970,"Arts, Design, Entertainment, Sports, and Media","Actors, Producers, and Directors",25000,1043600,202966600,0.5141732679169874,37265.096000000005
1970,"Arts, Design, Entertainment, Sports, and Media",Dancers and Choreographers,12100,1043600,202966600,0.5141732679169874,16992.37190082645
1970,Computer and Mathematical,Computer Scientists and Systems Analysts/Network systems Analysts/Web Developers,93900,391000,202966600,0.19264253330350906,66388.71884984025
1970,Computer and Mathematical,Operations Research Analysts,86800,391000,202966600,0.19264253330350906,63965.376728110605
1970,Computer and Mathematical,Computer Programmers,169200,391000,202966600,0.19264253330350906,50344.67080378251
1970,Computer and Mathematical,Statisticians,28600,391000,202966600,0.19264253330350906,45448.31118881119
1970,Computer and Mathematical,"Mathematical science occupations, nec",7900,391000,202966600,0.19264253330350906,62695.01265822785
1970,Computer and Mathematical,Actuaries,4600,391000,202966600,0.19264253330350906,86541.89130434782
1980,Personal Care and Service,Recreation and Fitness Workers,76800,2668900,226862400,1.1764399918188295,12124.647135416668
1980,Personal Care and Service,Childcare Workers,1092120,2668900,226862400,1.1764399918188295,8459.525418452184
1980,Personal Care and Service,Nonfarm Animal Caretakers,95780,2668900,226862400,1.1764399918188295,13885.30831071205
1980,Personal Care and Service,"Hairdressers, Hairstylists, and Cosmetologists",690000,2668900,226862400,1.1764399918188295,16715.61354347826
1980,Personal Care and Service,"Entertainment Attendants and Related Workers, nec",199140,2668900,226862400,1.1764399918188295,14249.449482775937
1980,Personal Care and Service,"Personal Care and Service Workers, All Other",251680,2668900,226862400,1.1764399918188295,14447.349769548631
1980,Personal Care and Service,First-Line Supervisors of Personal Service Workers,35940,2668900,226862400,1.1764399918188295,31140.773789649415
1980,Personal Care and Service,Tour and Travel Guides,42420,2668900,226862400,1.1764399918188295,17081.611386138615
1980,Personal Care and Service,Barbers,121780,2668900,226862400,1.1764399918188295,27550.579857119395
1980,Personal Care and Service,"Baggage Porters, Bellhops, and Concierges",26320,2668900,226862400,1.1764399918188295,19816.814779635257
1980,Personal Care and Service,"Ushers, Lobby Attendants, and Ticket Takers",36920,2668900,226862400,1.1764399918188295,9897.039409534127
1980,"Life, Physical, and Social Science",Environmental Scientists and Geoscientists,49720,1480660,226862400,0.6526687542757196,66778.76347546259
1980,"Life, Physical, and Social Science",Urban and Regional Planners,13080,1480660,226862400,0.6526687542757196,49769.836391437304
1980,"Life, Physical, and Social Science",Conservation Scientists and Foresters,40960,1480660,226862400,0.6526687542757196,39180.32116699219
1980,"Life, Physical, and Social Science","Life, Physical, and Social Science Technicians, nec",754460,1480660,226862400,0.6526687542757196,38724.51224054291
1980,"Life, Physical, and Social Science",Economists and market researchers,106740,1480660,226862400,0.6526687542757196,62870.09555930298
1980,"Life, Physical, and Social Science","Physical Scientists, nec",9540,1480660,226862400,0.6526687542757196,53771.916666666664
1980,"Life, Physical, and Social Science",Biological Scientists,51680,1480660,226862400,0.6526687542757196,44264.92724458204
1980,"Life, Physical, and Social Science",Atmospheric and Space Scientists,9940,1480660,226862400,0.6526687542757196,55967.546780684104
1980,"Life, Physical, and Social Science",Agricultural and Food Scientists,28600,1480660,226862400,0.6526687542757196,41375.283916083914
1980,"Life, Physical, and Social Science",Psychologists,100640,1480660,226862400,0.6526687542757196,47883.68049483307
1980,"Life, Physical, and Social Science","Medical Scientists, and Life Scientists, All Other",21920,1480660,226862400,0.6526687542757196,67694.09283759123
1980,"Life, Physical, and Social Science",Biological Technicians,56160,1480660,226862400,0.6526687542757196,29174.272792022788
1980,"Life, Physical, and Social Science",Chemists and Materials Scientists,112360,1480660,226862400,0.6526687542757196,53638.839622641506
1980,"Life, Physical, and Social Science","Social Scientists, nec",18800,1480660,226862400,0.6526687542757196,39564.2744680851
1980,"Life, Physical, and Social Science",Chemical Technicians,82120,1480660,226862400,0.6526687542757196,41212.743850462735
1980,"Life, Physical, and Social Science",Astronomers and Physicists,23940,1480660,226862400,0.6526687542757196,70663.47869674185
1980,Transportation and Material Moving,"Material moving workers, nec",306900,10447300,226862400,4.605126279189499,31450.912365591397
1980,Transportation and Material Moving,Driver/Sales Workers and Truck Drivers,2982900,10447300,226862400,4.605126279189499,36226.536226491
1980,Transportation and Material Moving,"Packers and Packagers, Hand",849620,10447300,226862400,4.605126279189499,17441.196046467834
1980,Transportation and Material Moving,"Laborers and Freight, Stock, and Material Movers, Hand",3284300,10447300,226862400,4.605126279189499,20360.97900009134
1980,Transportation and Material Moving,Taxi Drivers and Chauffeurs,231420,10447300,226862400,4.605126279189499,24040.521281652407
1980,Transportation and Material Moving,Flight Attendants and Transportation Workers and Attendants,78020,10447300,226862400,4.605126279189499,35852.516406049726
1980,Transportation and Material Moving,Bus and Ambulance Drivers and Attendants,462480,10447300,226862400,4.605126279189499,23472.73598858329
1980,Transportation and Material Moving,Pumping Station Operators,436180,10447300,226862400,4.605126279189499,14457.704479801916
1980,Transportation and Material Moving,Cleaners of Vehicles and Equipment,188940,10447300,226862400,4.605126279189499,16610.98375145549
1980,Transportation and Material Moving,Aircraft Pilots and Flight Engineers,82060,10447300,226862400,4.605126279189499,93507.98848403606
1980,Transportation and Material Moving,Air Traffic Controllers and Airfield Operations Specialists,45660,10447300,226862400,4.605126279189499,60210.96572492334
1980,Transportation and Material Moving,Refuse and Recyclable Material Collectors,92780,10447300,226862400,4.605126279189499,23647.42837896098
1980,Transportation and Material Moving,Supervisors of Transportation and Material Moving Workers,80860,10447300,226862400,4.605126279189499,48110.16992332426
1980,Transportation and Material Moving,Industrial Truck and Tractor Operators,499200,10447300,226862400,4.605126279189499,32764.47100360577
1980,Transportation and Material Moving,Ship and Boat Captains and Operators,40800,10447300,226862400,4.605126279189499,57169.476225490194
1980,Transportation and Material Moving,"Sailors and marine oilers, and ship engineers",48580,10447300,226862400,4.605126279189499,33649.2068752573
1980,Transportation and Material Moving,Machine Feeders and Offbearers,138920,10447300,226862400,4.605126279189499,23490.498848257987
1980,Transportation and Material Moving,Locomotive Engineers and Operators,88860,10447300,226862400,4.605126279189499,58742.82973216295
1980,Transportation and Material Moving,Crane and Tower Operators,150660,10447300,226862400,4.605126279189499,46420.255442718706
1980,Transportation and Material Moving,Railroad Conductors and Yardmasters,59400,10447300,226862400,4.605126279189499,58840.79629629629
1980,Transportation and Material Moving,"Conveyor operators and tenders, and hoist and winch operators",41160,10447300,226862400,4.605126279189499,39478.83855685131
1980,Transportation and Material Moving,Parking Lot Attendants,48720,10447300,226862400,4.605126279189499,16744.600472085385
1980,Transportation and Material Moving,"Railroad Brake, Signal, and Switch Operators",93180,10447300,226862400,4.605126279189499,50376.61944623309
1980,Transportation and Material Moving,"Dredge, Excavating, and Loading Machine Operators",94120,10447300,226862400,4.605126279189499,38754.57192945176
1980,Transportation and Material Moving,"Subway, Streetcar, and Other Rail Transportation Workers",11060,10447300,226862400,4.605126279189499,46993.65280289331
1980,Transportation and Material Moving,"Transportation workers, nec",6300,10447300,226862400,4.605126279189499,35355.62698412698
1980,Transportation and Material Moving,"Motor Vehicle Operators, All Other",4220,10447300,226862400,4.605126279189499,30055.70971563981
1980,Food Preparation and Serving,Chefs and Cooks,1874580,6917760,226862400,3.0493197638744896,11991.481273138515
1980,Food Preparation and Serving,Waiters and Waitresses,2289720,6917760,226862400,3.0493197638744896,8815.913412993728
1980,Food Preparation and Serving,"Food preparation and serving related workers, nec",1447040,6917760,226862400,3.0493197638744896,7888.970557137329
1980,Food Preparation and Serving,First-Line Supervisors of Food Preparation and Serving Workers,311480,6917760,226862400,3.0493197638744896,19858.074643636828
1980,Food Preparation and Serving,Bartenders,403800,6917760,226862400,3.0493197638744896,17969.102018325906
1980,Food Preparation and Serving,"Counter Attendant, Cafeteria, Food Concession, and Coffee Shop",326740,6917760,226862400,3.0493197638744896,6269.033482279488
1980,Food Preparation and Serving,"Combined Food Preparation and Serving Workers, Including Fast Food",112720,6917760,226862400,3.0493197638744896,8811.534465933286
1980,Food Preparation and Serving,Food Preparation Workers,151680,6917760,226862400,3.0493197638744896,10556.558379483122
1980,No Occupation,"Unemployed, with No Work Experience in the Last 5 Years or Earlier or Never Worked",98449700,98449700,226862400,43.39621726650164,7545.013297663038
1980,Corporate,Secretaries and Administrative Assistants,5020140,34372500,226862400,15.15125468125172,20624.970893242018
1980,Corporate,"Office Clerks, General",2257380,34372500,226862400,15.15125468125172,19294.679958624598
1980,Corporate,"Bookkeeping, Accounting, and Auditing Clerks",2364260,34372500,226862400,15.15125468125172,21603.638827793897
1980,Corporate,"Sales and Related Workers, All Other",2445780,34372500,226862400,15.15125468125172,14777.244500731873
1980,Corporate,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",491180,34372500,226862400,15.15125468125172,11799.823944378842
1980,Corporate,Computer Operators,512660,34372500,226862400,15.15125468125172,30861.778215581475
1980,Corporate,"Production, Planning, and Expediting Clerks",485060,34372500,226862400,15.15125468125172,31693.956840390878
1980,Corporate,Stock Clerks and Order Fillers,750080,34372500,226862400,15.15125468125172,24461.87414675768
1980,Corporate,Bank Tellers,639180,34372500,226862400,15.15125468125172,16567.28565505804
1980,Corporate,Cashiers,2706960,34372500,226862400,15.15125468125172,11974.843350104915
1980,Corporate,Word Processors and Typists,1075400,34372500,226862400,15.15125468125172,17546.214548075135
1980,Corporate,First-Line Supervisors of Sales Workers,1806840,34372500,226862400,15.15125468125172,41687.91963870625
1980,Corporate,Telephone Operators,393380,34372500,226862400,15.15125468125172,20493.615816767502
1980,Corporate,"Interviewers, Except Eligibility and Loan",203880,34372500,226862400,15.15125468125172,15794.799367274867
1980,Corporate,"Office and administrative support workers, nec",486100,34372500,226862400,15.15125468125172,28796.72190907221
1980,Corporate,"Information and Record Clerks, All Other",405420,34372500,226862400,15.15125468125172,22235.300786838343
1980,Corporate,First-Line Supervisors of Office and Administrative Support Workers,924560,34372500,226862400,15.15125468125172,40967.172779484295
1980,Corporate,Insurance Sales Agents,627820,34372500,226862400,15.15125468125172,53786.504483769226
1980,Corporate,Data Entry Keyers,472880,34372500,226862400,15.15125468125172,20992.44730164101
1980,Corporate,Payroll and Timekeeping Clerks,200940,34372500,226862400,15.15125468125172,25868.518214392352
1980,Corporate,Retail Salespersons,1706860,34372500,226862400,15.15125468125172,22589.169416355177
1980,Corporate,Receptionists and Information Clerks,732760,34372500,226862400,15.15125468125172,14520.227209454664
1980,Corporate,File Clerks,416620,34372500,226862400,15.15125468125172,15304.196522010465
1980,Corporate,"Library Assistants, Clerical",187140,34372500,226862400,15.15125468125172,12122.053569520145
1980,Corporate,Real Estate Brokers and Sales Agents,779520,34372500,226862400,15.15125468125172,46363.58574507389
1980,Corporate,"Sales Representatives, Wholesale and Manufacturing",1387740,34372500,226862400,15.15125468125172,51291.867295026444
1980,Corporate,Parts Salespersons,223480,34372500,226862400,15.15125468125172,33640.76460980849
1980,Corporate,Reservation and Transportation Ticket Agents and Travel Clerks,114500,34372500,226862400,15.15125468125172,36910.98209606987
1980,Corporate,"Sales Representatives, Services, All Other",422860,34372500,226862400,15.15125468125172,41166.029123114036
1980,Corporate,Dispatchers,113660,34372500,226862400,15.15125468125172,36656.04922576104
1980,Corporate,Billing and Posting Clerks,232620,34372500,226862400,15.15125468125172,20513.1838405984
1980,Corporate,"Office Machine Operators, Except Computer",68560,34372500,226862400,15.15125468125172,18699.394909568262
1980,Corporate,Counter and Rental Clerks,132820,34372500,226862400,15.15125468125172,15385.32498870652
1980,Corporate,Postal Service Clerks,321300,34372500,226862400,15.15125468125172,42200.59925303455
1980,Corporate,Advertising Sales Agents,131340,34372500,226862400,15.15125468125172,41050.66697121973
1980,Corporate,Postal Service Mail Carriers,303020,34372500,226862400,15.15125468125172,44341.392168833736
1980,Corporate,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",104620,34372500,226862400,15.15125468125172,26885.177069393994
1980,Corporate,"Human Resources Assistants, Except Payroll and Timekeeping",91940,34372500,226862400,15.15125468125172,23912.361757668044
1980,Corporate,"Securities, Commodities, and Financial Services Sales Agents",143500,34372500,226862400,15.15125468125172,75977.36700348431
1980,Corporate,Correspondent clerks and order clerks,414860,34372500,226862400,15.15125468125172,24963.157137347538
1980,Corporate,Bill and Account Collectors,104360,34372500,226862400,15.15125468125172,25063.030136067457
1980,Corporate,Loan Interviewers and Clerks,289560,34372500,226862400,15.15125468125172,32924.093832021
1980,Corporate,"Shipping, Receiving, and Traffic Clerks",780860,34372500,226862400,15.15125468125172,31280.63142560766
1980,Corporate,"Mail Clerks and Mail Machine Operators, Except Postal Service",224720,34372500,226862400,15.15125468125172,19508.727594339623
1980,Corporate,"Meter Readers, Utilities",47180,34372500,226862400,15.15125468125172,31644.482407799915
1980,Corporate,"Hotel, Motel, and Resort Desk Clerks",89520,34372500,226862400,15.15125468125172,15219.134718498657
1980,Corporate,Couriers and Messengers,121220,34372500,226862400,15.15125468125172,17119.323543969644
1980,Corporate,Statistical Assistants,170200,34372500,226862400,15.15125468125172,26937.092743830788
1980,Corporate,"Eligibility Interviewers, Government Programs",28280,34372500,226862400,15.15125468125172,25878.40258132956
1980,Corporate,"Communications Equipment Operators, All Other",98140,34372500,226862400,15.15125468125172,51186.983085388216
1980,Corporate,Sales Engineers,45540,34372500,226862400,15.15125468125172,71018.9642072903
1980,Corporate,"Models, Demonstrators, and Product Promoters",25060,34372500,226862400,15.15125468125172,11570.08399840383
1980,Corporate,Proofreaders and Copy Markers,38480,34372500,226862400,15.15125468125172,19866.770400207897
1980,Corporate,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",9760,34372500,226862400,15.15125468125172,20326.72182377049
1980,"Installation, Maintenance, and Repair",Aircraft Mechanics and Service Technicians,123480,4509140,226862400,1.9876101107984399,48358.96967120181
1980,"Installation, Maintenance, and Repair","Maintenance Workers, Machinery",53400,4509140,226862400,1.9876101107984399,39346.12312734083
1980,"Installation, Maintenance, and Repair","Maintenance and Repair Workers, General",629700,4509140,226862400,1.9876101107984399,36892.382158170556
1980,"Installation, Maintenance, and Repair",Automotive Service Technicians and Mechanics,1063600,4509140,226862400,1.9876101107984399,31989.322767017675
1980,"Installation, Maintenance, and Repair",Automotive Body and Related Repairers,226520,4509140,226862400,1.9876101107984399,31549.01509800459
1980,"Installation, Maintenance, and Repair",Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,226500,4509140,226862400,1.9876101107984399,40320.946887417216
1980,"Installation, Maintenance, and Repair","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",164400,4509140,226862400,1.9876101107984399,37867.96000608272
1980,"Installation, Maintenance, and Repair","Electrical and electronics repairers, transportation equipment, and industrial and utility",185380,4509140,226862400,1.9876101107984399,35795.0658377387
1980,"Installation, Maintenance, and Repair",Millwrights,151200,4509140,226862400,1.9876101107984399,50967.59196428572
1980,"Installation, Maintenance, and Repair",Radio and Telecommunications Equipment Installers and Repairers,273980,4509140,226862400,1.9876101107984399,51174.19662019125
1980,"Installation, Maintenance, and Repair","Electric Motor, Power Tool, and Related Repairers",111780,4509140,226862400,1.9876101107984399,48602.581275720164
1980,"Installation, Maintenance, and Repair","First-Line Supervisors of Mechanics, Installers, and Repairers",176760,4509140,226862400,1.9876101107984399,53257.70035641547
1980,"Installation, Maintenance, and Repair",Industrial and Refractory Machinery Mechanics,541280,4509140,226862400,1.9876101107984399,40467.75353791014
1980,"Installation, Maintenance, and Repair",Bus and Truck Mechanics and Diesel Engine Specialists,163820,4509140,226862400,1.9876101107984399,39045.38664387743
1980,"Installation, Maintenance, and Repair",Control and Valve Installers and Repairers,32120,4509140,226862400,1.9876101107984399,38828.390722291406
1980,"Installation, Maintenance, and Repair",Telecommunications Line Installers and Repairers,65560,4509140,226862400,1.9876101107984399,49207.05613178768
1980,"Installation, Maintenance, and Repair","Computer, Automated Teller, and Office Machine Repairers",48140,4509140,226862400,1.9876101107984399,48985.079351890316
1980,"Installation, Maintenance, and Repair",Home Appliance Repairers,90940,4509140,226862400,1.9876101107984399,34217.28430833516
1980,"Installation, Maintenance, and Repair","Electronic Repairs, nec",36680,4509140,226862400,1.9876101107984399,38635.41057797165
1980,"Installation, Maintenance, and Repair",Locksmiths and Safe Repairers,21400,4509140,226862400,1.9876101107984399,32743.06565420561
1980,"Installation, Maintenance, and Repair",Precision Instrument and Equipment Repairers,45840,4509140,226862400,1.9876101107984399,32419.027050610817
1980,"Installation, Maintenance, and Repair",Small Engine Mechanics,41700,4509140,226862400,1.9876101107984399,24892.041007194242
1980,"Installation, Maintenance, and Repair","Helpers--Installation, Maintenance, and Repair Workers",34960,4509140,226862400,1.9876101107984399,19310.480263157897
1980,Construction,Construction and Building Inspectors,59160,7319560,226862400,3.2264315285388854,42860.144100743746
1980,Construction,Carpenters,1532060,7319560,226862400,3.2264315285388854,30029.174160933642
1980,Construction,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",561120,7319560,226862400,3.2264315285388854,41966.58483033932
1980,Construction,Construction Laborers,1105080,7319560,226862400,3.2264315285388854,22795.81542965215
1980,Construction,First-Line Supervisors of Construction Trades and Extraction Workers,880300,7319560,226862400,3.2264315285388854,53588.9959900034
1980,Construction,Electricians,692240,7319560,226862400,3.2264315285388854,45184.673241939214
1980,Construction,"Construction workers, nec",172080,7319560,226862400,3.2264315285388854,27842.879184100417
1980,Construction,"Carpet, Floor, and Tile Installers and Finishers",133980,7319560,226862400,3.2264315285388854,31919.028474399165
1980,Construction,"Brickmasons, Blockmasons, and Stonemasons",244280,7319560,226862400,3.2264315285388854,31752.520652529885
1980,Construction,"Construction equipment operators except paving, surfacing, and tamping equipment operators",271800,7319560,226862400,3.2264315285388854,40187.097902869755
1980,Construction,Roofers,151020,7319560,226862400,3.2264315285388854,24146.17636736856
1980,Construction,"Helpers, Construction Trades",165580,7319560,226862400,3.2264315285388854,17309.406933204493
1980,Construction,"Drywall Installers, Ceiling Tile Installers, and Tapers",108760,7319560,226862400,3.2264315285388854,30346.593416697313
1980,Construction,Insulation Workers,64160,7319560,226862400,3.2264315285388854,33031.01504052369
1980,Construction,"Painters, Construction and Maintenance",550800,7319560,226862400,3.2264315285388854,24459.729493464052
1980,Construction,Plasterers and Stucco Masons,33860,7319560,226862400,3.2264315285388854,33094.30507974011
1980,Construction,"Sheet Metal Workers, metal-working",179460,7319560,226862400,3.2264315285388854,40321.50278613619
1980,Construction,Boilermakers,42820,7319560,226862400,3.2264315285388854,47094.66499299393
1980,Construction,Structural Iron and Steel Workers,101460,7319560,226862400,3.2264315285388854,40724.610240488866
1980,Construction,Glaziers,36420,7319560,226862400,3.2264315285388854,34204.667627677096
1980,Construction,"Paving, Surfacing, and Tamping Equipment Operators",103220,7319560,226862400,3.2264315285388854,34882.0408835497
1980,Construction,"Cement Masons, Concrete Finishers, and Terrazzo Workers",86880,7319560,226862400,3.2264315285388854,31706.43560082873
1980,Construction,Elevator Installers and Repairers,21960,7319560,226862400,3.2264315285388854,53616.4266848816
1980,Construction,Paperhangers,21060,7319560,226862400,3.2264315285388854,29497.96035137702
1980,"Management in Business, Science, and Arts","Managers, nec (including Postmasters)",6292320,10345520,226862400,4.560262079568937,56273.66115439138
1980,"Management in Business, Science, and Arts",Education Administrators,436240,10345520,226862400,4.560262079568937,51524.566454245374
1980,"Management in Business, Science, and Arts",Human Resources Managers,245260,10345520,226862400,4.560262079568937,53373.67852483079
1980,"Management in Business, Science, and Arts",Financial Managers,435280,10345520,226862400,4.560262079568937,59166.76454236353
1980,"Management in Business, Science, and Arts","Managers in Marketing, Advertising, and Public Relations",742260,10345520,226862400,4.560262079568937,66446.0463045294
1980,"Management in Business, Science, and Arts",Chief executives and legislators/public administration,55100,10345520,226862400,4.560262079568937,46275.127223230484
1980,"Management in Business, Science, and Arts","Farmers, Ranchers, and Other Agricultural Managers",1649760,10345520,226862400,4.560262079568937,34330.355815391325
1980,"Management in Business, Science, and Arts",Purchasing Managers,78760,10345520,226862400,4.560262079568937,62467.340337734895
1980,"Management in Business, Science, and Arts","Property, Real Estate, and Community Association Managers",240820,10345520,226862400,4.560262079568937,40035.14184868366
1980,"Management in Business, Science, and Arts",Medical and Health Services Managers,122920,10345520,226862400,4.560262079568937,52080.903595834694
